"Record ID","Deal Name","Close Date","Deal owner","HubSpot Team","Deal Stage","Amount","Segment ","Geography","POC Indication","Deal Stage Before Closed","In Call","Create Date","Qualified Date","Closed Lost Reason","Closed Lost Details","Managers In Call","Previous Amount","Evaluated competitors","Incumbent Competition","Cumulative time in ""SDR Discovery (Classic)"" (HH:mm:ss)","Cumulative time in ""SDR / Omitted  Opp (Classic)"" (HH:mm:ss)","Cumulative time in ""Demo / Presentation  (Classic)"" (HH:mm:ss)","Cumulative time in ""Business Validation (Classic)"" (HH:mm:ss)","Cumulative time in ""Formal Pilot (Classic)"" (HH:mm:ss)","Cumulative time in ""Business Case Confirmation (Classic)"" (HH:mm:ss)","Cumulative time in ""Negotiation / Legal (Classic)"" (HH:mm:ss)"
"17390361655","LendBuzz, Inc","2024-06-06 10:40","Sharon Peretz","EMEA MM","Closed Lost","25000.0","Mid-Market","America","","Business case confirmation","No","2024-02-06 15:13","2024-03-13","Unable to connect","Customer Not responsive.","","","Backstage; Roadie","","","866:25:15","2032:01:39","","","00:00:29",""
"32425586202","Cloudinary","2024-08-15 17:05","Sharon Peretz","EMEA MM","Closed Lost","30000.0","Mid-Market","America","","Demo / Presentation","No","2024-01-30 17:38","2024-02-19","Unable to connect","Kept pushing timeframe to meet & timeline for a POC. Last mentioned issue's with budget, tried getting on a call, not responsive since then. (Emailed/ Called/ slacked) ","","","Backstage","","","481:30:44","4268:56:12","","","",""
"17171487297","Marriott International","2024-06-24 16:43","Sam Neill (Deactivated User)","US Ent","Closed Lost","50000.0","Enterprise","America","No POC","Demo / Presentation","No","2024-01-26 19:13","2024-02-20","Unable to connect","no return communication for quite some time. We got the inside track that they hired a consultant from Slalom (Steven Romero) with Back Stage expertise to help support them but that he is ""designing it in a way where they will not be tied down to Backstage"". We will try and get back in front of this opp, but it's not active for now.","","","","","","602:47:42","2993:42:51","","","",""
"17139445653","Wellthy","2024-03-19 02:58","Chris Newsome","US MM","Closed Lost","18000.0","Mid-Market","America","With POC","Formal Pilot","No","2024-01-24 20:29","2024-01-30","Product","Wellthy wants to manage dependency versions for all dependencies (open source packages, Docker base images, Lambda runtime versions, AWS AMIs) in Port, and was unwilling to write the necessary script to pull this information into Port. At this time, they are not satisfied with the workaround we presented (driving initiatives to update dependencies by bringing in Dependabot version upgrades, Lambda runtime version deprecation alerts, Docker base image upgrades)","","","None","","","146:24:50","356:04:32","461:55:13","338:04:47","",""
"16954701092","Waystar","2024-02-14 16:48","Jill Countey","US MM","Closed Lost","50000.0","Mid-Market","America","","Demo / Presentation","No","2024-01-15 18:07","2024-01-25","Bad timing","Thanks for reaching out. We definitely still have interest in Port, but our decision-making process is going to be a slow one. :)  Please feel to check back every 6 to 8 weeks, and we will reach back out in the interim if we have further questions. We look forward to talking again when we reach that point in our process. 
SDR to engage with product updates, etc. ","","","Cortex; Backstage; Compass","","","238:31:30","480:09:09","","","",""
"16894659893","Maven Wave Partners","2024-02-16 17:45","Chris Newsome","US MM","Closed Lost","36000.0","Mid-Market","America","With POC","Formal Pilot","No","2024-01-11 17:42","2024-01-23","Budget","Recently, our client has been having budget cuts and will not be partnering with Port. We will keep Port in mind for any future client needs.
","","","Backstage; VMware","","","293:58:14","165:46:40","","404:18:47","",""
"16820327776","IPSY","2024-03-14 17:42","Chris Newsome","US MM","Closed Lost","40000.0","Mid-Market","America","No POC","Pilot Prep","No","2024-01-05 17:04","2024-01-10","Product","looking more for a Platform, not a Portal, don't want to do their own pipelines","","","Backstage; Cortex; Roadie","","","125:29:53","17:18:41","1244:04:46","269:44:59","",""
"16801344940","NCR Voyix","2024-03-18 17:22","Sam Neill (Deactivated User)","US Ent","Closed Lost","48000.0","Enterprise","America","","Demo / Presentation","No","2024-01-04 13:24","2024-01-10","Unable to connect","Several attempts to reconnect have failed.","","","Backstage","","","149:23:57","1630:33:58","","","",""
"30462231934","Sagent","2024-01-22 23:47","Chris Newsome","US MM","Closed Lost","50000.0","Mid-Market","America","","Pilot Prep","No","2023-12-27 13:33","2023-12-29","Bad timing","reconnect in April, going to work on their own for now","","","Backstage","","","50:52:47","264:42:20","318:39:02","","",""
"16577481512","Alliant ","2024-02-07 22:37","Chris Newsome","US MM","Closed Lost","18000.0","Mid-Market","America","","Pilot Prep","No","2023-12-18 21:21","2023-12-19","Product; Competition; On-prem","Spotify recently removed the requirement to pay to use the trial on their paid plugins.  We are taking a pause on Port to evaluate the Backstage + Plugins option which aligns/integrates with our docs a bit better.   It also makes us more comfortable keeping our various integrations stored on our own hosted instance.","","","","","","25:44:33","522:59:28","676:31:42","","",""
"16572353025","Divisions Maintenance Group / DMG","2024-01-17 23:37","Chris Newsome","US MM","Closed Lost","18000.0","Mid-Market","America","","Demo / Presentation","No","2023-12-18 13:40","2023-12-28","Bad timing; Unable to connect","want to work on their own time, not interested in managed POV","","","Backstage","","","243:04:52","486:52:24","","","",""
"16500136109","Regeneron","2024-02-26 20:58","Sam Neill (Deactivated User)","US Ent","Closed Lost","18000.0","Enterprise","America","","Demo / Presentation","No","2023-12-14 09:33","2023-12-19","Unable to connect","Unresponsive after the session.","","","","","","128:56:21","1658:29:01","","","",""
"16475779758","Knowde","2024-03-28 15:38","Chris Newsome","US MM","Closed Lost","18000.0","Mid-Market","America","","Demo / Presentation","No","2023-12-12 18:43","2023-12-12","No value","We still have no final approval from the director of engineering. He is overwhelmed by his duties and it's a lower priority for him. Let's postpone this call once we'll have the approval or denial from the management.","","","Backstage; Harness","","","","217:21:43","","","2347:33:42",""
"16355000075","WellSky","2024-06-05 21:55","Chris Newsome","US MM","Closed Lost","36000.0","Mid-Market","America","","Demo / Presentation","No","2023-12-04 16:43","2023-12-05","No value; Bad timing","management doesn't see portal as a priority now, keep engaged","","","Backstage","","","30:49:05","4389:23:19","","","",""
"16354805139","Ceridian","2024-03-28 17:24","Sam Neill (Deactivated User)","US Ent","Closed Lost","80000.0","Enterprise","America","With POC","Business case confirmation","No","2023-12-04 16:05","2023-12-14","No value","Ceridian has elected to build their own solution on-prem, sighting that they needed something more ""in-line"" with their needs.","","","Backstage; Humanitech","","","245:46:15","1003:35:53","","483:22:26","1028:34:41",""
"16318509618","The Digital Group","2024-01-17 23:34","Chris Newsome","US MM","Closed Lost","20000.0","Mid-Market","America","","Demo / Presentation","No","2023-12-01 04:47","2023-12-20","Unable to connect","client is unresponsive","","","","","","469:29:45","677:17:41","","","",""
"16250253687","Evolent","2024-02-01 22:51","Chris Newsome","US MM","Closed Lost","36000.0","Mid-Market","America","","Pilot Prep","No","2023-11-27 19:34","2023-12-05","Product; Competition","moving forward with a POV of Configur8, liked that they offered on-prem","","","Backstage; Cortex; Opslevel; Humanitech; Roadie","","","195:58:13","520:39:06","870:43:39","","",""
"16195101982","Unity 3D","2024-05-15 00:59","Sam Neill (Deactivated User)","US Ent","Closed Lost","60000.0","Enterprise","America","With POC","Formal Pilot","No","2023-11-23 15:16","2023-11-28","Competition; Price; No value","Going with Backstage. We were selling into a Director with very little power. Unfortunately, we weren't able to get above or around him but took a flyer to try and get something done. They will be sharing a very detailed report of their experience with port. I wouldn't put too much stock in it, as it will likely be some pretty hollow excuses.","","","Backstage","","","122:16:41","361:27:52","2828:48:42","848:11:12","",""
"16093852173","Numerix","2024-01-23 23:16","Chris Newsome","US MM","Closed Lost","30000.0","Mid-Market","America","","Demo / Presentation","No","2023-11-17 01:15","2023-11-28","Unable to connect","unresponsive after initial demo - SDR cleared to re-engage anytime","","","Backstage","","","264:25:06","1365:36:26","","","",""
"16051766533","Demandbase","2024-03-06 20:40","Chris Newsome","US MM","Closed Lost","30000.0","Mid-Market","America","","Demo / Presentation","No","2023-11-14 09:04","2023-11-16","Unable to connect","unresponsive - sent a few check-ins - SDR clear to re-engage and send marketing material","","","Backstage; Configure8","","","44:08:46","2679:27:07","","","",""
"16005343042","Viavi Solutions","2024-03-06 20:38","Chris Newsome","US MM","Closed Lost","40000.0","Mid-Market","America","","Demo / Presentation","No","2023-11-10 20:26","2023-11-10","Unable to connect","unresponsive - last email was in December about getting resources to start POV, sent JFrog info","","","Backstage","","","","531:00:47","2277:12:36","","",""
"15993201844","Epic Games","2024-01-25 06:05","Sam Neill (Deactivated User)","US Ent","Closed Lost","100000.0","Enterprise","America","","Demo / Presentation","No","2023-11-09 22:08","2023-11-16","Bad timing","Epic team needs to do way more internal work on the approach. I'm confident we'll get another crack at the opportunity. We lost to 'do nothing' not a competitor.","","","Backstage","","","151:56:54","1680:00:40","","","",""
"15990589187","Kimberly-Clark","2024-02-22 17:25","Sam Neill (Deactivated User)","US Ent","Closed Lost","75000.0","Enterprise","America","","Demo / Presentation","No","2023-11-09 16:46","2023-11-16","Unable to connect","unresponsive - never were at the right level to gain momentum","","","Backstage","","","168:16:09","2352:23:33","","","",""
"15975788903","U.S. Cellular","2024-02-26 20:57","Sam Neill (Deactivated User)","US Ent","Closed Lost","50000.0","Enterprise","America","","Demo / Presentation","No","2023-11-08 20:54","2023-11-30","Unable to connect","Unresponsive after the session.","","","Backstage","","","529:09:43","2110:53:40","","","",""
"15968158526","Expedia","2025-05-14 20:51","Sam Neill (Deactivated User)","US Ent","Closed Lost","72000.0","Enterprise","America","No POC","Pilot Prep","No","2023-11-08 11:57","2025-01-17","Competition","They are very proud of the massive Backstage implementation. Portal lead is friendly but we wont be getting anywhere with him in power.","","","Backstage","","","537:48:11","2806:42:23","2805:23:00","","",""
"15961235614","MongoDB","2024-02-22 17:27","Sam Neill (Deactivated User)","US Ent","Closed Lost","40000.0","Mid-Market","America","","Demo / Presentation","No","2023-11-08 03:14","2023-11-21","Unable to connect","unresponsive - likely an opp here but would be outbound generated","","","","","","329:04:51","2229:12:27","","","",""
"15960726541","Nationwide","2024-02-22 17:28","Sam Neill (Deactivated User)","US Ent","Closed Lost","15000.0","Enterprise","America","","Demo / Presentation","No","2023-11-08 01:45","2024-01-03","Unable to connect","not the right person but a great account","","","Backstage","","","1364:32:36","1195:13:55","","","",""
"15957913366","Openly","2024-02-06 15:46","Jill Countey","US MM","Closed Lost","25000.0","Mid-Market","America","","Demo / Presentation","No","2023-11-07 21:49","2024-01-16","Bad timing","reconnecting in August (time scheduled!) - okay for SDR team to email with product updates, etc ","","","","","","1681:57:25","496:00:15","","","",""
"15957951281","Starbucks","2024-02-26 20:57","Sam Neill (Deactivated User)","US Ent","Closed Lost","40000.0","Enterprise","America","","Demo / Presentation","No","2023-11-07 21:33","2023-11-30","Unable to connect","Unresponsive after the session","","","Backstage","","","551:12:32","2112:11:29","","","",""
"15955446609","Signify Health","2024-03-06 22:29","Chris Newsome","US MM","Closed Lost","20000.0","Mid-Market","America","","Business case confirmation","No","2023-11-07 19:14","2023-11-15","Unable to connect","unresponsive - SDR clear to engage","","","Backstage; Cortex","","","194:24:37","2688:50:08","","","00:00:21",""
"15939054178","Lexmark ","2025-05-14 20:55","Sam Neill (Deactivated User)","US Ent","Closed Lost","72000.0","Enterprise","America","No POC","Pilot Prep","No","2023-11-06 15:20","2023-11-07","Unable to connect","Not engaging ","","","Backstage","","","28:09:44","2397:26:06","10898:59:06","","",""
"15873543193","Dell ","2024-02-22 04:45","Sam Neill (Deactivated User)","US Ent","Closed Lost","50000.0","Enterprise","America","","Demo / Presentation","No","2023-11-01 10:06","2023-11-29","Unable to connect","old opp we're going top down!","","","Backstage","","","679:07:02","2027:32:12","","","",""
"15847963414","Money Lion","2024-01-31 10:00","Shlomi Cohen","Exec","Closed Lost","25000.0","Mid-Market","America","","Formal Pilot","No","2023-10-30 18:04","2023-11-10","Bad timing; Unable to connect","The team is not responding. Looks like we never got to the right level to get this forward. ","","","","","","266:30:11","1009:37:05","117:06:42","830:42:56","",""
"15793278290","DocuSign","2024-03-20 02:26","Sam Neill (Deactivated User)","US Ent","Closed Lost","15000.0","Enterprise","America","","Demo / Presentation","No","2023-10-26 12:33","2023-10-27","Not right company/ persona","we're with the wrong level perosona. wanderlay is uninterested in championing port.","","","Backstage","","","29:53:09","1067:18:52","2397:41:46","","",""
"15770271079","East West Bank","2024-02-12 20:35","Chris Newsome","US MM","Closed Lost","17100.0","Mid-Market","America","","Business case confirmation","No","2023-10-24 19:59","2023-10-25","Unable to connect","had good session with Yonatan in early Nov, ready to buy by EOY, sent quote, and they dropped off the face of planet, sent multiple emails and tried to call - SDR clear to re-engage whenever","","","","","","26:08:11","","","","2639:28:22",""
"15769152160","Dropbox","2024-05-01 16:17","Chris Newsome","US MM","Closed Lost","65000.0","Mid-Market","America","With POC","Negotiation / Legal","Yes","2023-10-24 17:28","2023-10-30","Product","missing 2 features, senior leadership unable to commit to our promise of delivery, focusing on their underlying PM data for next 6 months before re-engaging","","","Cortex; Backstage; Compass; Harness","","","147:23:02","69:41:00","2434:31:09","1050:39:27","546:35:20","309:59:17"
"15699744572","Nuvei","2024-02-01 14:05","Shlomi Cohen","Exec","Closed Lost","20000.0","Mid-Market","America","With POC","Formal Pilot","No","2023-10-19 11:45","2023-10-29","No value","After reviewing the Port product and other like products and reviewing it internally with DevOps teams and the development department, we currently don’t see added value for us with such product. I think we will use some open-source platform just for the self-service part.

I wanted to thank you for your support and guidance during this activity.

Just one mere thing, you have a great product and it is by far better than your competitors.","","","Backstage","","","245:27:25","356:32:58","21:21:08","698:45:44","1201:13:12",""
"15668336518","Northwestern Medicine - Ahead","2024-03-18 17:23","Sam Neill (Deactivated User)","US Ent","Closed Lost","18000.0","Mid-Market","America","","Pilot Prep","No","2023-10-17 17:21","2023-12-18","Unable to connect","Internal politics around this project are high. With a new practice owner, this may have become deprioritized as we have not heard from them in weeks despite consistent follow-ups.","","","Cortex; Backstage","","","1489:20:56","1367:44:27","815:57:45","","",""
"15653360515","MLB","2024-11-19 19:43","Sam Neill (Deactivated User)","US Ent","Closed Lost","77000.0","Enterprise","America","With POC","Business case confirmation","No","2023-10-16 18:49","2023-10-24","Bad timing","Stalled with new leadership. Will open when we have the right alignment.","","","","","","196:48:57","1548:59:50","1337:27:11","2530:57:06","3987:40:41",""
"15494742886","Invafresh","2024-01-17 23:38","Chris Newsome","US MM","Closed Lost","36000.0","Mid-Market","America","","Demo / Presentation","No","2023-10-06 21:06","2023-10-16","Unable to connect","no contact from Paul, follow up in 2 months","","","","","","236:08:54","2239:22:52","","","",""
"15423280298","B.well - old","2024-03-06 20:19","Chris Newsome","US MM","Closed Lost","23400.0","Mid-Market","America","With POC","Formal Pilot","No","2023-10-03 14:01","2023-10-03","No value","""We have not been outright denied but the management team prioritizing the spend requests is not seeing the urgency right now."" - we did have solid business case, have not responded since, closing SSO too","","","Backstage","","","","150:08:55","","892:06:32","2685:03:45",""
"15418669486","Duolingo","2024-02-22 00:15","Chris Newsome","US MM","Closed Lost","30000.0","Mid-Market","America","","Demo / Presentation","No","2023-10-03 01:55","2023-10-18","Bad timing","currently using OpsLevel, concerned with low adoption, but stopped answering emails ","","","Opslevel","","","360:20:17","3047:00:27","","","",""
"15368482437","R1 RCM","2024-10-07 21:50","Sam Neill (Deactivated User)","US Ent","Closed Lost","15000.0","Enterprise","America","No POC","Negotiation / Legal","No","2023-09-29 04:36","2023-10-10","Competition","Backstage was selected as effectively the no-cost-hosted option driven by internal politics. ","","","Backstage","","","260:36:59","4582:11:01","","","","4150:25:49"
"15336750897","Flywire","2024-02-21 21:17","Chris Newsome","US MM","Closed Lost","20000.0","Mid-Market","America","","Demo / Presentation","No","2023-09-27 10:11","2023-10-31","Unable to connect","no response, using Backstage today, SDR team clear to re-engage","","","","","","826:21:42","2713:44:27","","","",""
"15330398746","Allergan plc","2024-03-07 18:14","Sam Neill (Deactivated User)","US Ent","Closed Lost","75600.0","Mid-Market","America","","Demo / Presentation","No","2023-09-26 21:11","2023-10-16","Unable to connect","can't seem to get them to reply and commit to a way forward","","","Backstage","","","476:04:31","2901:20:27","532:38:52","","",""
"15237003265","Workboard","2024-03-06 20:33","Chris Newsome","US MM","Closed Lost","15000.0","Mid-Market","America","","Formal Pilot","No","2023-09-19 19:28","2023-10-10","Unable to connect","unresponsive, working on budget per email in Jan, offered help several times, no response ","","","Backstage","","","501:47:58","1828:21:23","1318:57:36","408:58:42","",""
"14825003831","Schlumberger (SLB)","2024-03-05 17:59","Sam Neill (Deactivated User)","US Ent","Closed Lost","75000.0","Enterprise","America","With POC","Formal Pilot","No","2023-08-25 14:21","2023-08-31","Bad timing","They have decided to enter a year long pilot with backstage for a single team of 60. will reach out when they are ready to consider scaling.","","","Backstage","","","137:00:32","903:30:30","897:30:16","369:58:38","2328:38:42",""
"14655874075","Pimco","2024-05-29 23:11","Chris Newsome","US MM","Closed Lost","50000.0","Mid-Market","America","No POC","Demo / Presentation","No","2023-08-16 20:34","2023-08-17","Bad timing","nothing is happening on PIMCO side, not a priority, moving on for now","","","Backstage","","","410:20:54","3631:51:19","2042:50:47","805:34:18","",""
"14417076313","Intapp","2024-05-29 23:08","Chris Newsome","US MM","Closed Lost","72000.0","Mid-Market","America","With POC","Business case confirmation","No","2023-08-01 13:26","2023-08-03","Product; Competition","lost to Cortex - we suspect ease of set-up / SaaS integrations - asking for feedback ","","","Cortex; Opslevel","","","157:39:36","1519:31:29","2141:45:59","2490:02:08","798:04:25",""
"16714594654","JPMC - Chase FinCloud","2024-10-23 23:43","Sam Neill (Deactivated User)","US Ent","Closed Lost","100000.0","Enterprise","America","No POC","Demo / Presentation","No","2023-07-24 20:37","2023-10-20","Unable to connect","Never caught real traction, exploring other entry points.","","","Opslevel; Backstage","","","1423:53:50","7204:57:13","1647:23:39","","",""
"14056826730","Deloitte","2024-12-01 22:32","Sam Neill (Deactivated User)","US Ent","Closed Lost","120000.0","Enterprise","America","No POC","Formal Pilot","No","2023-07-11 12:57","2023-08-27","Unable to connect","They went dark months ago with little desire to re-engage. Should have SDRs run a camaign. ","","","Cortex; Backstage; Configure8","","","1136:52:06","1330:42:12","00:00:53","1065:19:40","8693:39:29",""
"14183239718","OneCall","2024-03-06 20:18","Chris Newsome","US MM","Closed Lost","15000.0","Mid-Market","America","","Negotiation / Legal","No","2023-07-07 20:45","2023-07-16","Unable to connect","procurement / DM unresponsive - champion says they are working through other projects - will reach back out when ready to buy","","","","","","88:51:58","1748:55:12","","1261:07:50","","1896:34:59"
"13946384021","Medline","2024-03-21 23:30","Sam Neill (Deactivated User)","US Ent","Closed Lost","114000.0","Enterprise","America","With POC","Negotiation / Legal","No","2023-07-02 15:22","2023-07-19","Competition"," -finalist down to the last moment vs Cortex who they eventually chose
We lost in 4 areas, but first and foremost was security maturity:
-infosec: they expected better and more complete answers to the basic questions (i.e., device mgmt protocols). Our call was scheduled for an hour and was over in 15 minutes. they felt we were dismissive of their concerns and their security team scored us extremely low in their assessment 
-support in the US or lack thereof
-cost wasn't a factor we were cheaper
customer reference call backfired. They didn't want to hear about customization and extensibility they would have gone with backstage if that was the case

They selected Cortex SAAS for a 3year agreement worth over 350k+ TCV

Feedback: Major enterprises (Medline is $30B) are electing to buy products, not build products - start selling the glide path, not the Lego bricks.","","","Cortex; Backstage; Opslevel; Compass","","","483:23:30","2224:43:28","","704:51:23","1187:04:36","1146:11:53"
"13037278764","Exxonn Mobil","2024-05-30 18:20","Sam Neill (Deactivated User)","US Ent","Closed Lost","50000.0","Enterprise","America","With POC","Business case confirmation","No","2023-04-18 06:11","2023-05-08","Competition","GOOD
Liked how customizable was blueprint
Dashboard customizability
Scorecards were good
Integrations
Self Service actions were good
Open roadmap
NOT GOOD
Customizability on team level, ability to create a team section in the portal
RBAC: custom rules were missing
Missing Q&A, commenting inside the platform
Tech Docs, central documentation
Ocean plugins were adding data source but not functionalities (feels a reference to Backstage plugins)
In general the integration with Exxon during the pilot was painful, due to internal policy they were not willing to get in a Slack or Teams so we only had calls, and few emails.
My feeling is that Backstage or a Backstage integrator was selected, considering the missing features.","","","Cortex","","","28:15:16","3278:08:14","335:21:03","3136:10:06","2566:24:29",""
"12747750510","PepsiCo","2024-03-26 20:20","Sam Neill (Deactivated User)","US Ent","Closed Lost","45600.0","Enterprise","America","","Pilot Prep","No","2023-03-28 13:40","2023-03-28","Unable to connect","multiple follow up attempts - nothing back","","","Backstage","Backstage","","","5430:25:18","2354:52:04","","",""
"12611407226","Bell Canada","2024-10-28 18:28","Sam Neill (Deactivated User)","US Ent","Closed Lost","72675.0","Enterprise","America","No POC","Negotiation / Legal","No","2023-03-19 12:28","2023-03-19","Other","The buyer has moved to a different unit. The new buyer is putting a freeze until early 2025. We will reopen at that time if appropriate.  ","","","Backstage","Backstage","","","","1245:50:59","1606:48:10","","11001:15:40"
"56129087759","Downer Group","2026-04-24 02:34","Scott Dunion","APJ","Closed Lost","150000.0","Enterprise","APJ","No POC","Demo / Presentation","No","2026-02-12 11:02","2026-02-17","Unable to connect","After starting to plan POV use cases they have now missed 2 agreed check ins. Closing for now and will continue to connect","","","","","","113:48:46","1580:42:45","","","",""
"41543399799","hipages ","2026-01-08 05:42","Scott Dunion","APJ","Closed Lost","80000.0","Mid-Market","APJ","No POC","Demo / Presentation","No","2025-08-07 12:01","2025-08-13","Bad timing","This was an outbound targeting BS user. Although some gaps, not enough to warrant opening a new project. outside of tight project and budgets in this FY. July onwards keen to re-engage and project plan around this with an AI focus","","","Backstage","","","139:02:55","3551:37:32","","","",""
"39009237903","Telstra","2026-04-15 08:33","Scott Dunion","APJ","Closed Lost","100000.0","Enterprise","APJ","No POC","Pilot Prep","No","2025-06-18 12:27","2025-07-24","Bad timing","Pushed funding to 2027 so closing for now","","","Backstage","Backstage","","859:24:48","166:13:02","6194:28:11","","",""
"38837033745","Halter","2025-09-18 05:10","Scott Dunion","APJ","Closed Lost","24000.0","Mid-Market","APJ","No POC","Pilot Prep","No","2025-06-13 12:49","2025-06-24","Price; Unable to connect","Wanted to do self service POV and after a few discussions, stopped attending planning discussions","","","","","","259:45:39","00:02:56","2060:32:33","","",""
"38525628190","Rio Tinto","2026-06-30 07:06","Scott Dunion","APJ","Closed Lost","99950.0","Enterprise","APJ","With POC","Negotiation / Legal","Yes","2025-06-05 05:58","2025-06-10","Other","Initial land for Port as foundational IDP pulled at procurement stage. Company re-org, although completed, had a final unplanned stage that removed developers from being in the IS&T team resulting in business case only covering orchestration. IDP ownership will not have central ownership and will sit across the multiple business units. Although we have champions in each of these divisions, will require a new process and require new EB's to be brought in. Closing for now","Yes","100000.0","Cortex; Backstage","","","122:27:33","336:12:26","3337:06:58","741:05:38","3362:55:28","1461:20:29"
"37219630498","Ryt Bank","2025-10-09 07:06","Scott Dunion","APJ","Closed Lost","40000.0","Mid-Market","APJ","No POC","Demo / Presentation","No","2025-05-15 05:38","2025-05-21","Unable to connect; Bad timing","IDP was reliant on go live launch of their banking app, that has had delays. Now been unable to connect for 2-months so closing for now","","","","","","139:54:26","3389:34:16","","","",""
"36689162627","Aware Super ","2025-12-16 23:00","Scott Dunion","APJ","Closed Lost","81000.0","Mid-Market","APJ","No POC","Demo / Presentation","No","2025-05-05 07:01","2025-05-13","Early stage","Partner sourced opp where a single leader driving IDP initiative has been asked to focus on other priorities for the rest of the FY. July 2026 onwards will be back for discussion","","","","","","190:43:28","5226:15:38","","","",""
"36616837457","Amway Corp","2026-03-24 08:21","Scott Dunion","APJ","Closed Lost","155000.0","Enterprise","APJ","No POC","Pilot Prep","No","2025-05-02 08:59","2025-05-12","Bad timing","Despite Port being identified at being capable to  drive efficiency gains, project has now moved back on 3 occasions. Closing for now but staying engaged. Partner who introduced Amway confirmed today they are no longer engaged ","","","","Backstage","","233:29:14","73:13:12","7517:40:00","","",""
"36479034477","The Hong Kong Jockey Club","2026-03-10 23:40","Scott Dunion","APJ","Closed Lost","125000.0","Mid-Market","APJ","No POC","Pilot Prep","Yes","2025-04-29 10:07","2025-06-30","Bad timing","Despite engineering and leadership interest in Port, the ongoing issues HKJK have in meeting new cyber and compliances regulations plus missing deadlines for new digital apps for China, resources to execute POV have now been pulled twice from us. On that basis, closing for now until timeline becomes formalised by EB again. Will continue to speak to them","","","Cortex","Cortex","","1488:52:08","718:42:21","5366:57:36","","",""
"35841944614","RACV","2026-02-16 23:55","Scott Dunion","APJ","Closed Lost","110400.0","Mid-Market","APJ","No POC","Demo / Presentation","No","2025-04-17 01:41","2025-04-28","Bad timing; Early stage","Partner sourced Opp. IDP project to follow after security refresh, and likely 6 months away","","","","","","265:13:28","7078:00:47","","","",""
"35516490013","GHD ","2025-09-02 05:57","Scott Dunion","APJ","Closed Lost","85000.0","Enterprise","APJ","No POC","Pilot Prep","No","2025-04-07 02:53","2025-05-02","Freemium; Budget","Will continue on free product reviews for the foreseeable future, as project not sponsored to continue this FY","","","Cortex","","","599:42:21","313:05:23","2642:16:40","","",""
"33843702353","Appen","2025-05-20 02:02","Scott Dunion","APJ","Closed Lost","115000.0","Enterprise","APJ","No POC","Demo / Presentation","No","2025-02-18 11:58","2025-02-21","Unable to connect","Missed several agreed sessions to bring EB into POV planning. Drifted past shared timeline of needing evaluations done - revisit","","","","","","65:02:23","2053:51:45","","","",""
"33440723892","IDP Education","2025-06-17 01:26","Scott Dunion","APJ","Closed Lost","72000.0","Enterprise","APJ","No POC","Demo / Presentation","No","2025-02-12 07:08","2025-05-12","Budget","We will remain close with the CIO via the partner, to track the basic use cases being executed using backstage. For now, IDP share price dropping in Q2, combined with the extremely basic use cases being driven by backstage, the team will not be able to review this until mid next FY. At this time, they will not even put more engineering resources into backstage","","","","","28:25:37","2100:33:28","862:52:15","","","",""
"33335895371","AGL","2025-04-28 03:02","Scott Dunion","APJ","Closed Lost","215000.0","Enterprise","APJ","No POC","Demo / Presentation","No","2025-02-11 12:24","2025-02-13","Bad timing","AGL have shifted the rest of this year to be fully focussed on the V2 of their mobile app, changing to more enhanced smart meter insights. New GM of Arch is keen on an IDP, but due to high usage of internal/compass version today moved this to a 2026 project","","","","Compass","","36:12:13","1777:26:04","","","",""
"32757217549","Commonwealth Bank of Australia","2025-12-18 00:40","Scott Dunion","APJ","Closed Lost","150000.0","Enterprise","APJ","No POC","Demo / Presentation","No","2025-01-30 08:59","2025-02-14","Bad timing","Brendan Hopper paused all new product projects until new FY, due to bank wide focus on consolidating current tooling usage. Targeting exec connect in Q1 alongside ClearRoute, focused on AEP due to AI being key focus moving into next FY (July onwards)","","","","","","355:26:51","7364:14:14","","","",""
"32736391094","APNIC","2025-06-04 06:18","Scott Dunion","APJ","Closed Lost","72000.0","Mid-Market","APJ","No POC","Pilot Prep","Yes","2025-01-30 00:45","2025-01-30","Budget","Upcoming FY had a small budget to move onto Port paid, but last week this was moved to be Q3-Q4 of next FY, vs planned H1. As non for profit they had little to invest in this, but with budgets frozen going into next FY project paused for at least 6 months. Will continue on free version, and revisit in 6 months","","","","","","","","3004:32:43","","",""
"32276298423","PEXA","2025-02-07 00:29","Scott Dunion","APJ","Closed Lost","105000.0","Mid-Market","APJ","No POC","Demo / Presentation","No","2025-01-21 11:17","2025-01-22","Product; Competition","Despite reviewing an IDP project for 4 months, Pexa only came across Port in the last 2-3 weeks. When seeing our demo they where impressed, but subsequent time on the demo site left them under the belief we would be too hard to onboard and get major adoption. With a project go live of March, this made them rule out Port as a vendor","","","","","","19:16:28","377:55:39","","","",""
"29998796298","EA Games","2025-10-07 00:30","Scott Dunion","APJ","Closed Lost","72000.0","Enterprise","APJ","No POC","Pilot Prep","No","2024-12-06 14:53","2025-01-19","Bad timing; Price","Wanted to sneak an IDP in by buying 15 licenses and failed to gain funding this FY to implement a funded project. Target is now mid>late 2026","","","","","","992:06:47","2430:30:34","3809:14:27","","",""
