SK_DEAL,DEAL_CRM_ID,DEAL_NAME,COMPANY_NAME,PIPELINE,DEAL_TYPE,DEAL_TEAM_NAME,DEAL_STAGE,DEAL_CLOSED_DATE,DEAL_CREATED_DATE,SALES_CYCLE_DAYS,DEAL_TOTAL_ARR,DEAL_NET_NEW_ARR,SALES_OWNER,CLOSED_LOST_REASON,HS_LOST_CATEGORIES,CALLS_ANALYZED,LATEST_CALL_DATE,EARLIEST_ANALYZED_CALL_DATE,ANALYZED_SK_CONVERSATIONS,GONG_LOST_CATEGORY,CATEGORY_MATCH,AI_REASON_SUPPORTED,AI_REASON_EXPLANATION,AI_ALTERNATIVE_REASON
6cdbcc0de7b1a01032f2b72d0b962dbb,53105348631,Data Axle,Data Axle,Classic,newbusiness,US MM,Closed Lost,2026-03-10,2026-01-02,54,72000.00,72000.00,John Romano,Bad timing,"[""Timing""]",3,2026-03-03,2026-02-17,"[""5eb8b18ce19cb203e5c8550215aad0fa"",""bf4b39261ce4b5fdaa935086cbd63791"",""7273b2fe412f4c4a51d9f49d45454dea""]","[""Commercial"",""Fit"",""Security"",""Timing"",""Value/Product""]",true,likely_no,"The transcript shows Roy has limited bandwidth and health issues affecting his availability, but the core discussion focuses on adapting the engagement approach (business case vs POC) to work around his constraints rather than deferring the purchase. Steve actively explores new use cases like the mainframe migration project and schedules multiple internal conversations to move forward, indicating current timing rather than bad timing.",resource constraints but active engagement
d3c0eacd203b01ba7a5a6efb0a4d8539,48473786975,Lytx v2,Lytx,Classic,newbusiness,US MM,Closed Lost,2026-03-09,2025-11-06,20,72000.00,72000.00,John Romano,Bad timing;No value,"[""Timing"",""Value/Product""]",3,2026-02-18,2025-12-12,"[""b532bd9999343a1d231352dfa4ab22c1"",""1af612d22cd2105c639917fdbe3eef47"",""769a70b40c67b8602dcb416f93b98f57""]","[""Commercial"",""Value/Product"",""Timing""]",true,likely_yes,"The transcript shows clear signals supporting both parts of the stated reason. For ""Bad timing"": Lytx expresses ""internal challenges regarding budget allocation, identifying key decision-makers, and strategizing how to present the value proposition to secure funding,"" indicating timing/budget process issues. For ""No value"": they raise ""key concerns regarding the pricing model, automation run limits, and the value proposition of GetPort.io's platform in relation to Lytx's existing environment,"" showing uncertainty about value justification.",
50a5bc3476a516eea20e7a6edc7b9595,36179236404,Labcorp,Labcorp,Classic,newbusiness,US Ent,Closed Lost,2026-03-06,2025-04-24,281,200000.00,200000.00,Jeff Graham,Early stage,"[""Timing""]",3,2025-08-21,2025-06-26,"[""9711391ccc810c9681db3102ca5a2c51"",""ef8e0b5274527a23a2e121c947f9b69a"",""6234d9c77e123730d0c45282ca2d50f6""]","[""Commercial"",""Fit"",""Timing"",""Value/Product""]",true,yes,"The transcript shows an active implementation and integration process with GetPort.io, including technical work on Jenkins, Jira, BitBucket, and ServiceNow integrations, plus preparation for leadership demos. However, this represents a proof-of-concept or pilot phase rather than a committed purchase, with the team still working through technical issues and preparing to demonstrate value to senior leadership who haven't yet seen the solution in action.",
07e0d90595e9108acf4ed8b3f0c98749,38573645934,Charter Communications,Charter Communications,Classic,newbusiness,US Ent,Closed Lost,2026-03-06,2025-06-06,242,100000.00,100000.00,Jeff Graham,Bad timing,"[""Timing""]",1,2025-06-09,2025-06-09,"[""dce19474c575614405ddcb12ce12c214""]","[""Commercial"",""Value/Product"",""Other""]",false,likely_yes,"The transcript shows Scott expressing concern about Charter's ""complex procurement process that can make it difficult to onboard new vendors"" and indicating he needs to ""discuss the potential with his leadership team"" and ""talk to his senior director to see if there is an appetite for the solution."" This suggests the deal timing depends on internal approvals and organizational readiness rather than immediate purchasing authority.",
3a5b8ca5303397aa532556947b57f5f5,52031562547,Radiology Partners,Radiology Partners,Classic,newbusiness,US MM,Closed Lost,2026-03-04,2025-12-17,24,18000.00,18000.00,EJ Rauseo,Budget,"[""Commercial""]",3,2026-02-17,2025-12-17,"[""bbe6161afdb827c7915fcf8dd40a3565"",""b0c3d9e554858a5a1b7c84af619e3ae8"",""3236aa2077386518a84cf39feea5ca60""]","[""Commercial"",""Security"",""Value/Product"",""Timing""]",true,yes,"The transcript contains clear budget-related signals corroborating the stated reason. Paul explicitly states ""the main challenge is not convincing stakeholders but finding available budget, as the annual budget is already set"" and describes needing budget reallocation from ""other over-budgeted items"" through a ""black box"" process controlled by his VP. The discussion centers on budget approval processes, reallocation challenges, and waiting for VP feedback on budget availability.",
92c4a38e086c6141c5e0e76cec59d988,29036242038,Lenovo,Lenovo,Classic,newbusiness,US Ent,Closed Lost,2026-03-03,2024-11-13,450,100000.00,100000.00,Jeff Graham,Bad timing,"[""Timing""]",3,2025-05-07,2025-03-06,"[""6818d2624bada8f112732626651ef403"",""2fc11e5c9cd15ae0688dcd0eb4bd0792"",""8417807ef50f9549bd1d40a8b1818aa2""]","[""Commercial"",""Timing"",""Value/Product""]",true,yes,"The transcript clearly shows Lenovo deferring the purchase due to resource constraints and workload timing, with explicit agreement to ""revisit the opportunity in the last quarter of the year when Lenovo's workload would be lighter"" and concerns about ""the time and effort required"" given their ""team's full workload and development priorities.""",
65f35aa33d8a85d4d4bd79b9e4033532,32302854067,Clarivate Plc,Clarivate,Classic,newbusiness,EMEA Ent,Closed Lost,2026-03-03,2025-01-21,384,72000.00,72000.00,Benjamin Duckworth,Budget,"[""Commercial""]",3,2026-03-02,2025-12-02,"[""8b52925f12b76aea61adf92f1a77f08a"",""b1c8310a9d4cfb3818fbd3cea2f48be0"",""279df01a577ca668928b14fec630aae0""]","[""Timing"",""No Engagement"",""Value/Product""]",false,no,"Sergey explicitly states that the delay is due to ""a lack of internal focus and capacity to properly dedicate to an IDP implementation, rather than a budgetary issue"" and that ""the timing is not right due to other pressing priorities."" He specifically clarifies it's not about budget but about focus and timing.","timing and prioritization issues, not budget constraints"
8716b40027e073f29ff8d0300f8db15f,52072473655,8am,8am,Classic,newbusiness,US MM,Closed Lost,2026-02-25,2025-12-18,37,60000.00,60000.00,Daniel Alper,Bad timing;Early stage,"[""Timing""]",2,2026-01-08,2026-01-07,"[""d2a6552e41cb4dfdb2ce8529f9d4e43b"",""fa027568eb9762703330ec8bcc84b020""]","[""Commercial"",""Fit"",""Value/Product""]",false,likely_yes,"The transcript shows Kyle needing to ""evaluate GetPort.io's strategic fit within their existing utilities over the next couple of weeks"" and will ""internally assess the strategic fit"" before determining next steps. This evaluation period and need to determine strategic fit aligns with ""Bad timing"" (deferring the purchase decision) and ""Early stage"" (still scoping internally and assessing fit).",
7297b66f6951bd982a0b05cc92c5fca1,34885297512,Varonis,Varonis System Ltd,Classic,newbusiness,EMEA MM,Closed Lost,2026-02-19,2025-03-20,315,150000.00,150000.00,Sharon Peretz,Price,"[""Commercial""]",3,2025-05-29,2025-04-10,"[""b1be76c86538f603ff62c21d9a013e3a"",""42f70f95eb8b41c219dbebe52af5e7e7"",""b4174501c19c48417e9fdae01cb7409f""]","[""Commercial"",""Competitive"",""Value/Product""]",true,yes,"The transcript contains clear pricing concerns from Varonis, with multiple references to GetPort's pricing being ""too high for Varonis' budget"" and requests for ""competitive pricing proposal that aligns with their budget constraints."" Despite GetPort offering significant discounts (33% off, platform fee waiver, reduced per-seat pricing), Varonis continued to express budget concerns and pricing pushback throughout the negotiation process.",
3a54d2a6f32282b6dd8bab71003af4ef,56135881308,Coforma,Coforma,Classic,newbusiness,US MM,Closed Lost,2026-02-18,2026-02-12,2,29900.00,29900.00,EJ Rauseo,Early stage,"[""Timing""]",1,2026-02-13,2026-02-13,"[""df2e330545c04b46341cd56ffeea9b43""]","[""Commercial"",""Value/Product""]",false,yes,"James explicitly states he is ""ruling out DIY solutions like Backstage"" and seeks tools that ""don't require extensive maintenance by a large platform engineering team,"" indicating Coforma lacks the resources for complex implementations. Additionally, James is described as ""building a new in-house product platform"" which suggests they are still in the foundational stages of their platform practice, aligning with the ""Early stage"" reason where the prospect's platform maturity is not yet ready for a full IDP purchase.",
ead78451fa0c09afa1cedae2c099e551,55475181167,Jisr | Bridge HR,Jisr,Classic,newbusiness,EMEA MM,Closed Lost,2026-02-18,2026-02-04,7,70000.00,70000.00,Matthew Bilsland,Product,"[""Value/Product""]",1,2026-02-11,2026-02-11,"[""6ae9312f8d5ae15f68ace3170dcc04ff""]","[""Commercial"",""Competitive"",""Fit"",""Sponsorship"",""Timing"",""Value/Product""]",true,likely_no,"The transcript shows Jisr has an urgent need for an IDP solution and Port's capabilities directly address their manual provisioning bottleneck, with Othman actively evaluating vendors and planning next steps including potential POC. The only potential product concern is implied competitive evaluation, but no clear capability gaps or value objections are evident.",competitive evaluation in progress
d8ac2da6d6de67210300ec33aefe4531,36153379357,JPMorgan Chase & Co (GBP Harish),JPMorgan Chase,Classic,newbusiness,US Ent,Closed Lost,2026-02-12,2025-04-23,254,100000.00,100000.00,Tali Cohen,Champion left/ Company cuts,"[""Sponsorship""]",1,2026-01-09,2026-01-09,"[""e0d6cdcefaae0f6b008e61952dbd66da""]","[""Commercial"",""Security"",""Value/Product""]",false,likely_no,"The transcript shows active engagement with concrete next steps including setting up a new Port instance, providing write access to JPMC participants, scheduling follow-ups, and addressing security questionnaires. There's no indication of champion departure or company spending cuts - instead Jonathan (the champion) is actively coordinating next steps and follow-up meetings.",active deal progression with engaged champion
4bed7491c62a741fef12c9a0c9a0f01d,33055121445,BrainRocket,BrainRocket,Classic,newbusiness,EMEA MM,Closed Lost,2026-02-12,2025-02-05,344,72000.00,72000.00,Sharon Peretz,Early stage,"[""Timing""]",3,2025-12-19,2025-11-19,"[""f221aea04ca82821ba590232f7b518b0"",""d4fe117b84ec55ad7e2fc3548e2ae2a1"",""07f3b37856f6b0741880a56c24388196""]","[""Commercial"",""Security"",""Timing"",""Value/Product""]",true,yes,"The transcript clearly shows multiple signals supporting ""Early stage"": Oleg confirms the initiative is on ""hard stop"" due to budget constraints and project reshuffling, states the project doesn't relate to revenue (key factor in their selection process), and Zakhar explains that top management decided they're not organizationally ready, needing to first define internal processes and metrics before considering external solutions like Port.",
20324d8edb597bf924623c631402f8ec,50443104423,Nomi Health,Nomi Health,Classic,newbusiness,US MM,Closed Lost,2026-02-11,2025-11-24,79,54000.00,54000.00,Jill Countey,Bad timing,"[""Timing""]",3,2025-12-19,2025-11-26,"[""2dbdf0fc73e277638b874c5776b00be3"",""750bacca13f10baa6d3668809bdd13d0"",""c567bd21478342503c01b49f4741d6b9""]","[""Commercial"",""Security"",""Value/Product""]",false,likely_no,"The transcript shows an active evaluation with Nomi Health planning a Q1 2026 decision timeline, requesting POC scoping, security documentation, and NDAs for connecting to private repos. While there's a future timeline mentioned, this appears to be their planned evaluation schedule rather than a deferral due to bad timing. The prospect is actively engaged in technical discussions and moving forward with next steps.","active evaluation in progress, not timing constraints"
c37ce433d6a5b5e900255787a7890f48,51700958858,Heartflow,HeartFlow,Classic,newbusiness,US MM,Closed Lost,2026-02-05,2025-12-11,49,48000.00,48000.00,EJ Rauseo,Product,"[""Value/Product""]",3,2026-01-22,2026-01-13,"[""da77586ebbc8bf00658987b933ffee6c"",""037c2151d9939f3e3b61912c740b4579"",""812d1316d1a06a3cbef67a16811ca684""]","[""Commercial"",""Sponsorship"",""Value/Product"",""Timing""]",true,likely_no,"The transcript shows HeartFlow actively evaluating multiple vendors including Port, Harness, and Cortex through a hackathon process, with a decision expected by early February. They are 50% through implementation of user stories and actively working on integration, suggesting this is a competitive loss rather than a product capability issue.",competitive evaluation process with multiple vendors
7ccea859cab856a194b1598c5939cfbd,51243634198,Intesa Sanpaolo,Intesa Sanpaolo,Classic,newbusiness,EMEA Ent,Closed Lost,2026-02-03,2025-12-04,46,100000.00,100000.00,James Pritchard,Not right company/ persona,"[""Fit""]",1,2025-12-10,2025-12-10,"[""3ca98ae0205a7cfa3f156965b0a5c5b3""]","[""Commercial"",""Value/Product"",""Security""]",false,no,"The transcript shows Intesa Sanpaolo is a large enterprise bank with complex infrastructure standardization needs, EU regulatory compliance requirements, and sophisticated use cases including AI integration and financial operations - this is clearly within Port's target enterprise customer profile, not a persona/company fit issue. The detailed technical discussions, scheduled POC planning, and multiple follow-up commitments indicate strong mutual fit and engagement.",strong enterprise fit with complex technical requirements
a08f0d2f63796a5be3669b13d509b851,47221986319,Decathlon,Decathlon,Classic,newbusiness,EMEA Ent,Closed Lost,2026-02-02,2025-10-27,81,250000.00,250000.00,Benjamin Duckworth,Bad timing;Budget;No value,"[""Timing"",""Value/Product"",""Commercial""]",3,2025-11-13,2025-11-07,"[""3f81c7cc3c5a6fe6ad9a62cadf9f231c"",""65ecb2c442f726869f4b536fa78fe1e7"",""d591659c619b60c114319262bc9bf052""]","[""Commercial"",""Fit"",""Value/Product""]",true,likely_yes,"The transcript shows clear signals supporting all three stated reasons: budget timing constraints with ""budget for this type of solution will start in January 2026, following the calendar year-end closing,"" budget/TCO concerns with Bastien requiring ""help calculating Total Cost of Ownership (TCO) and Return on Investment (ROI)"" and needing to justify ""make or buy"" scenarios, and value assessment needs through the planned workshop to ""assess the solution's value and ROI.""",
2a403e8ee0903cfb217f20f59ca2e559,30440505520,Visma,Visma,Classic,newbusiness,EMEA Ent,Closed Lost,2026-01-30,2024-12-16,397,75000.00,75000.00,Benjamin Duckworth,Not right company/ persona,"[""Fit""]",3,2025-02-27,2025-02-11,"[""41f46a6dce704de3ea7111e4e39df639"",""49d830d3a7839aee8998de5671af8890"",""241ed7c59378e7497602b51b904c4bd4""]","[""Fit"",""Value/Product""]",true,likely_no,"The transcript shows Visma is actively engaged in a POC with positive feedback, working on technical integrations, and planning to present results to internal stakeholders for budget approval and investment proposals. While there's mention of potential project delays due to other business priorities, the core engagement involves appropriate technical stakeholders (Elias) working directly on developer portal implementation, which contradicts the ""not right company/persona"" classification.",timing/prioritization concerns - other business cases need to be cleared first
19c0544a6a4350a3240277d06d9ee6fd,48783722071,NS Nederlandse Spoorwegen,NS Nederlandse Spoorwegen,Classic,newbusiness,EMEA Ent,Closed Lost,2026-01-27,2025-11-10,70,200000.00,200000.00,Benjamin Duckworth,Competition,"[""Competitive""]",3,2026-01-23,2025-11-26,"[""2e5ca9975385ce05763a9f20993c2afd"",""4b95f52280ef428df06099611cf04e96"",""5f1e9cc581c7b0b49acc27f03f851a1b""]","[""Commercial"",""Value/Product"",""Competitive"",""Timing""]",true,yes,"The transcript clearly shows NS is running a Backstage POC that is ""progressing well"" with three features implemented and plans to move to production this quarter. Bas confirms their ongoing Backstage implementation, and the entire conversation centers around their current Backstage project versus Port's offering, with GetPort positioning themselves as an alternative to the Backstage build they're pursuing.",
a49eeec7d3c3f0d1bbd7db71fba945e5,43331924151,Care Lumen,Care Lumen,Classic,newbusiness,US MM,Closed Lost,2026-01-22,2025-09-03,136,72000.00,72000.00,John Romano,Competition,"[""Competitive""]",3,2026-01-06,2025-10-17,"[""c1c66f8cf942f12cd9220eec40d7c0d3"",""1fbffe52aee551ca469153dab28c4b00"",""c628f2dc47f1f968b17dd2d3285a67d0""]","[""Commercial"",""Competitive"",""Fit"",""Value/Product""]",true,yes,"The transcript clearly shows Care Lumen is running concurrent POCs with both Port and Cortex, with Port's POC scheduled to begin after Care Lumen completes their POC with Cortex. This directly corroborates the ""Competition"" closed-lost reason, as they are actively evaluating Cortex as a competing platform alongside Port.",
6e938b0e9734c987597dabbba3f89f0e,44890323086,AMH,AMH,Classic,newbusiness,US MM,Closed Lost,2026-01-21,2025-09-30,114,36000.00,36000.00,John Romano,Competition,"[""Competitive""]",3,2025-12-04,2025-12-01,"[""2c86b7a13c473fc0b0969ccd7c845288"",""8ddf4e75c812c2e7e5a51e34d9e5e4cd"",""f90a0be8f28cffe4b4f2556a9e068d35""]","[""Commercial"",""Value/Product"",""Competitive""]",true,no,"Alex explicitly compared Port to Cortex throughout the calls, demonstrated how Cortex handles team-level Jira filtering, and expressed uncertainty about choosing between Port and Cortex while acknowledging ""Cortex's easier onboarding and existing progress."" The transcript shows an active competitive evaluation where Cortex is positioned as a viable alternative.",competitive evaluation against Cortex
0616277f200696247abc69a8b35be22d,29888616001,Freedom Mortgage,Freedom Mortgage,Classic,newbusiness,US Ent,Closed Lost,2026-01-21,2024-12-04,363,50000.00,50000.00,Jeff Graham,Bad timing,"[""Timing""]",1,2025-01-21,2025-01-21,"[""f13d2619e085a2f6c4943cf2db80f7b8""]","[""Commercial"",""Security"",""Value/Product""]",false,likely_no,"The transcript shows Freedom Mortgage actively evaluating Port's IDP solution, discussing specific implementation details, pricing, and integration capabilities, with concrete next steps including internal management discussions and follow-up in 1-2 weeks. This suggests active procurement rather than timing constraints, and the deal appears to have died for reasons other than deferral to next budget cycle or fiscal year.",competitive or budget concerns during internal evaluation
982722e70298e431d6c74de6440c4205,33352155653,Honeywell,Honeywell,Classic,newbusiness,US Ent,Closed Lost,2026-01-21,2024-12-24,364,70000.00,70000.00,Jeff Graham,Bad timing,"[""Timing""]",3,2025-02-20,2025-02-11,"[""2eadf6fb467d8f346df5324b4efa0fef"",""26045c46c011c99fde1ae53728e32755"",""73e9602d7faaae15c38e4f42a22ce1f5""]","[""Commercial""]",false,likely_no,"The transcript shows active engagement with technical discussions, scheduled follow-up meetings, and next steps including Jeff testing the platform and scheduling implementation discussions. There's mention of RFP work and leadership demonstrations being planned. No clear timing constraints, budget cycle deferrals, or readiness issues are evident that would support ""Bad timing"" as the loss reason.",Active technical evaluation in progress with planned demos and implementation discussions
7678c8c57b90fe801ff072d2a8e77131,29802399132,Southwest Airlines,wnco.com,Classic,newbusiness,US Ent,Closed Lost,2026-01-21,2024-12-03,378,100000.00,100000.00,Jeff Graham,Bad timing,"[""Timing""]",1,2024-12-30,2024-12-30,"[""e8467c1bf3da728932c179be2ffc4d22""]","[""Commercial"",""Value/Product"",""Timing""]",true,likely_yes,"The transcript shows Southwest is in an evaluation phase where they plan to ""evaluate developer portal solutions in January, do a 3-6 week POC, and then make a decision"" with follow-up scheduled for ""third week of January."" This indicates a structured timeline pushing the decision into the next period, which aligns with the ""Bad timing"" reason, though the prospect appears genuinely engaged in the process.",
f5e5146e8193adabef0bcab6f78424de,40603561902,Guideline.ai,Guideline,Classic,newbusiness,US MM,Closed Lost,2026-01-20,2025-07-21,167,43000.00,43000.00,John Romano,Bad timing,"[""Timing""]",3,2025-11-19,2025-09-12,"[""9929451593cd9ac42cabd7492b1952ab"",""0138c12d62c2a9b26c8c50085ca0639b"",""83690159b251e16ac1882a5439ab2854""]","[""Commercial"",""Value/Product"",""Timing""]",true,likely_yes,"The transcript shows Daniel stating ""There is no budget for Port in 2025"" and that he's ""planning to include a line item for it in the 2026 budget,"" with budget finalization expected in January. Additionally, Guideline's infrastructure standardization timeline pushes Port implementation to Q2 2026 due to current tech debt and resource constraints.",
b928ba3e970ce5601ed321f197003c0e,33970337078,Cato Networks,Cato Networks,Classic,newbusiness,EMEA MM,Closed Lost,2026-01-15,2025-02-06,333,70000.00,70000.00,Sharon Peretz,Budget,"[""Commercial""]",3,2025-06-15,2025-04-21,"[""0ee8bf805268c68142f867e3de2f5d5f"",""fdc3dc560281046f9dc9c174adfb7f90"",""29b4e82a5f0576b303ea4c63997f0d30""]","[""Commercial"",""Security"",""Value/Product""]",true,yes,"The transcript reveals budget-related concerns when Cato Networks raises questions about ""changing developer habits and adoption of new tools like GetPort.io,"" which indicates organizational resistance tied to investment decisions. Additionally, the discussion focuses heavily on technical capabilities and integration possibilities rather than moving toward procurement, suggesting cost considerations may be influencing their evaluation process.",
862cfd8a8a2d2a40c4fe9dc6e7186767,19700662049,Axpo,Axpo,Classic,newbusiness,EMEA Ent,Closed Lost,2026-01-15,2024-05-29,581,50000.00,50000.00,Benjamin Duckworth,Not right company/ persona,"[""Fit""]",3,2025-09-04,2024-10-08,"[""5f0e1894bd62152645278b118305d430"",""8b453ea411c0a85eca098ce81766db5c"",""3079524aeb70fafff3ad13dcfd45b32d""]","[""Commercial"",""Value/Product"",""Security"",""Timing""]",false,yes,"The transcript shows clear signals supporting ""Not right company/persona"" - Jaimames is seeking budget approval and waiting for fiscal year decisions, indicating he may not have proper authority or sponsorship to make purchasing decisions. Additionally, the evaluation timeline spans 6 months to 1 year with multiple competing tools, suggesting this is more of an exploratory evaluation rather than an active buying process with proper decision-making authority.",
2f7638ed23f4c359ad31a15e2ce1ccc7,43604247159,PZU,PZU,Classic,newbusiness,EMEA Ent,Closed Lost,2026-01-15,2025-09-11,112,150000.00,150000.00,James Pritchard,Not right company/ persona,"[""Fit""]",1,2025-09-17,2025-09-17,"[""336bfadc54900e667fcc2833a0d50527""]","[""Commercial"",""Competitive"",""Fit"",""Security"",""Timing"",""Value/Product""]",true,yes,"The transcript shows PZU is a legitimate enterprise prospect with 1,300 IT employees seeking a developer portal solution, with Krzysztof as the chief API architect being the appropriate technical buyer. They have genuine requirements for API governance and developer portals, are in a formal RFP process, and view Port favorably compared to alternatives like Backstage.",
a2ed880901678dc8470be8b554c0a8a2,33723423052,AT&T,AT&T,Classic,newbusiness,US Ent,Closed Lost,2026-01-15,2025-02-14,330,200000.00,200000.00,Tom Skarzynski,Competition,"[""Competitive""]",3,2025-08-19,2025-08-05,"[""74527e57a183433f789289bea28f6f18"",""4dedabc4c50e45ac891dc32130f6fbfb"",""0f072e5b35fcccaeb2956cc2abb5ab0e""]","[""Commercial"",""Fit"",""Security"",""Timing"",""Value/Product""]",false,no,"The prospect explicitly requested to ""pause the pilot for 4 weeks until AT&T makes decisions on hosting strategy and hypervisors"" and is evaluating Morpheus, a competing infrastructure management solution. The transcript shows timing/deferral issues rather than a competitive loss, as they're pausing to make internal decisions about hosting strategy, not because they chose a competitor.",timing - paused pending internal hosting strategy decisions
e1ff47a4aee26c724bf4b8044420cc0e,39441178291,Bally's,Bally's,Classic,newbusiness,EMEA Ent,Closed Lost,2026-01-12,2025-06-30,188,100000.00,100000.00,Ross Geall,Budget,"[""Commercial""]",3,2025-12-05,2025-11-24,"[""2e442d37c70e14b8349933e778f581b1"",""5ef975335e23ae0db074a57ab0180d34"",""288087e4b9aab0b952c028c9ca3a1c85""]","[""Commercial"",""No Engagement"",""Timing"",""Value/Product""]",true,yes,"Roberto explicitly stated there is a ""zero percent chance for new capex investment like the IDP"" due to a UK gambling tax increase from 21% to 40% that severely impacts Bally's EBITDA and necessitates rationalizing spend. Ben confirmed that even with significant discounts, Bally's cannot allocate new funds for the project.",
189e4ea267848c9e01fd0749bdc6ba44,31360166729,Beazley,Beazley Group,Classic,newbusiness,EMEA MM,Closed Lost,2026-01-09,2025-01-02,366,95000.00,95000.00,Cillian Golden,No value,"[""Value/Product""]",3,2025-05-13,2025-04-09,"[""610a52d7df3822cd4f6a4b1843570d32"",""60ddc7ea0e4e6dcaf22a634059ef915b"",""fc5a0371505339ea09fb8a371dcabfd6""]","[""Commercial"",""Value/Product"",""Timing""]",true,yes,"The transcript contains clear signals corroborating ""No value"" - Matt expects ""pushback and challenges, likely around the value and maturity level of using an IDP at Beazley"" and mentions concerns about ""budget uplift required"" and ""need to prove the value of the investment."" The deal was put on hold due to ""budget pressures and lack of proven value from Beazley's perspective.""",
69fab291715a9c1d78bfc6ee9614bb4f,48387969359,Constant Contact,Constant Contact,Classic,newbusiness,US MM,Closed Lost,2026-01-08,2025-11-05,64,50000.00,50000.00,Daniel Alper,Budget,"[""Commercial""]",1,2025-11-06,2025-11-06,"[""c5f659ad49d5cf90fb5a24b72b2c1343""]","[""Commercial"",""Value/Product"",""Timing""]",true,yes,"Bruno explicitly requested ""ballpark pricing"" to include in his internal presentation and acknowledged that Port ""will be more expensive than Compass but necessary for justifying the investment."" Daniel provided pricing of $160K-$220K annually, and Bruno's focus on needing to justify the cost and prepare ROI arguments around developer time savings indicates price was a significant consideration in their evaluation process.",
420395f8f041fc5322918910caa53682,51340193943,Aurigo Software,Aurigo,Classic,newbusiness,US MM,Closed Lost,2026-01-08,2025-12-08,32,50000.00,50000.00,Daniel Alper,Bad timing,"[""Timing""]",1,2025-12-09,2025-12-09,"[""0879e00eb7798495968000bef64aa702""]","[""Commercial"",""Competitive"",""Fit"",""Timing"",""Value/Product""]",true,no,"The transcript shows Aurigo has an urgent 3-4 week implementation timeline and Vivek is making a decision ""this week"" between Port and Cortex, with clear next steps scheduled and pricing discussions underway. This indicates active procurement with immediate timing, contradicting the ""Bad timing"" reason.",competitive loss to Cortex
3d4c8dad517d409bfc98713b71265e74,47739352913,Toyota Connected,Toyota Connected,Classic,newbusiness,US MM,Closed Lost,2026-01-07,2025-10-30,66,100000.00,100000.00,Jill Countey,Bad timing,"[""Timing""]",1,2025-10-31,2025-10-31,"[""585d48919336147a3d5aaa9f272725d7""]","[""Commercial"",""Value/Product""]",false,likely_no,"The transcript shows an engaged prospect actively exploring Port as a replacement for their current Backstage solution, with clear pain points around maintenance and customization. Elango is building a business case for leadership and scheduling follow-up demos, with next steps including executive engagement. There are no timing constraints mentioned - instead the focus is on evaluation and ROI justification.",competitive loss to existing Backstage implementation
db0b019399a8eff671517a04c6136a49,33148198046,InvoiceCloud,InvoiceCloud,Classic,newbusiness,US MM,Closed Lost,2026-01-07,2025-02-06,324,100000.00,100000.00,Jill Countey,Bad timing;Early stage,"[""Timing""]",3,2025-09-09,2025-07-14,"[""ea0f3f6b6fbf3ddeb2ef00c1d4386216"",""4fd8d29fded90c98ed032b885663c107"",""89d4f119d3962d1dbe5dd48bfae99f38""]","[""Commercial"",""Timing"",""Value/Product""]",true,yes,"Ray explicitly states there is appetite for the project in 2026 but they need to evaluate other platforms first, with Q1 2026 being a more realistic start timeline rather than Q4 2025. He mentions needing to solidify their Q4 plan and that meaningful project start would be Q2 2026 after other critical projects, indicating both timing deferral and early-stage evaluation process.",
9927dde95a8fec40cc9cb620517b05ca,46997407753,Indiana Office of Technology,Indiana Office of Technology,Classic,newbusiness,US MM,Closed Lost,2026-01-07,2025-10-24,72,24000.00,24000.00,Jill Countey,Bad timing;No value;Budget,"[""Timing"",""Value/Product"",""Commercial""]",2,2025-10-28,2025-10-27,"[""432b709c93717cd1dff1b7aa71c7d206"",""a7495bb347b03ee83fc2db240b3fc86f""]","[""Commercial"",""Value/Product""]",true,likely_yes,"The transcript shows signals supporting the stated reasons: the prospect acknowledged a ""learning curve"" concern with Port's platform (supporting ""No value""), and while they expressed interest in a POC, the structured next steps and need to ""regroup"" and ""powwow"" internally suggests timing/readiness issues (supporting ""Bad timing""). However, these signals are relatively weak as the prospect remained engaged and moved toward a POC process.",
07e22d011e9485f93065f693e2c8cfce,39599221902,GoodRx,GoodRx,Classic,newbusiness,US MM,Closed Lost,2025-12-22,2025-07-02,169,50000.00,50000.00,Daniel Alper,Budget,"[""Commercial""]",1,2025-07-03,2025-07-03,"[""9a09878b2bbd6acced264126e34af7b2""]","[""Commercial"",""Sponsorship"",""Value/Product""]",true,unknown,"The transcript shows positive engagement and forward momentum with planned POC discussions, NDA processes, and follow-up meetings, but contains no signals related to budget constraints, cost concerns, pricing discussions, or financial blockers that would corroborate the stated ""Budget"" reason for the loss.",
7b5cb3cfac3eaae1ceaf1f3b9c6e4988,32757217549,Commonwealth Bank of Australia,Commonwealth Bank of Australia,Classic,newbusiness,APJ,Closed Lost,2025-12-17,2025-01-30,307,150000.00,150000.00,Scott Dunion,Bad timing,"[""Timing""]",1,2025-02-13,2025-02-13,"[""333331c25e46e1eca23c550c8b621ba1""]","[""Commercial"",""Sponsorship"",""Value/Product""]",false,yes,"The transcript shows clear forward momentum with multiple concrete next steps planned including on-site product demonstrations, leadership calls, and follow-up demo sessions, but contains no signals contradicting ""Bad timing"" - there are no explicit budget cycles, fiscal year constraints, or deferral signals mentioned, yet the extensive planning for future engagements is consistent with a deal that could later be deferred due to timing factors not surfaced in these particular calls.",
